# Filename : TGV_Re5000.dat (updated on 14/12/2018)
# 
# Description : Time evolution of basic statistics for the Taylor-Green Vortex problem at Re=5000
# 
# Data from DNS using the code "Incompact3d" with a Cartesian regular mesh of 1280^3 nodes in a cubic computational domain of (2pi)^3 
# while using some symmetries (only the flow inside the impermeable box pi^3 is computed)
# 
#
# Initial condition : u(x,y,z,0)= sin(x)cos(y)cos(z)
#                     v(x,y,z,0)=−cos(x)sin(y)cos(z)
#                     w(x,y,z,0)=0
#
# Reynolds number : Re=1/nu where nu is the kinematic viscosity
#
# Total number of time steps : 1001 from t=0 to t=20
#
# ===========================================================================================
# When publishing results using this data, the following paper should be cited as the source:  
# Thibault Dairay, Eric Lamballais, Sylvain Laizet and John Christos Vassilicos
# Numerical dissipation vs. subgrid-scale modelling for large eddy simulation
# Journal of Computational Physics 337 (2017) 252–274
# https://doi.org/10.1016/j.jcp.2017.02.035
# ===========================================================================================
#
# Column 1  : time t
# Column 2  : kinetic energy E_k [=(u^2+v^2+w^2)/2]
# Column 3  : dissipation epsilon_t [=-dE_k/dt]
# Column 4  : dissipation epsilon [= nu ((du/dx)^2+(du/dy)^2+(du/dz)^2+(dv/dx)^2+(dv/dy)^2+(dv/dz)^2+(dw/dx)^2+(dw/dy)^2+(dw/dz)^2)]
# Column 5  : enstrophy Dzeta [=2 nu epsilon]
# Column 6  : mean square u^2
# Column 7  : mean square v^2
# Column 8  : mean square w^2
# Column 9  : mean square (du/dx)^2
# Column 10 : mean square (du/dy)^2
# Column 11 : mean square (du/dz)^2
# Column 12 : mean square (dv/dx)^2
# Column 13 : mean square (dv/dy)^2
# Column 14 : mean square (dv/dz)^2
# Column 15 : mean square (dw/dx)^2
# Column 16 : mean square (dw/dy)^2
# Column 17 : mean square (dw/dz)^2
#
# 1               2               3               4               5               6               7               8               9               10              11              12              13              14              15              16              17
  0.00000000E+00  0.12500000E+00  0.15000000E-03  0.15000000E-03  0.37500000E+00  0.12500000E+00  0.12500000E+00  0.00000000E+00  0.12500000E+00  0.12500000E+00  0.12500000E+00  0.12500000E+00  0.12500000E+00  0.12500000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.20000000E-01  0.12499700E+00  0.15000265E-03  0.15000265E-03  0.37500663E+00  0.12499544E+00  0.12499544E+00  0.31247330E-05  0.12500013E+00  0.12499388E+00  0.12500013E+00  0.12499388E+00  0.12500013E+00  0.12500013E+00  0.62498006E-05  0.62498006E-05  0.12498909E-04
  0.40000000E-01  0.12499400E+00  0.15001780E-03  0.15001780E-03  0.37504451E+00  0.12498775E+00  0.12498775E+00  0.12497129E-04  0.12500650E+00  0.12498151E+00  0.12500650E+00  0.12498151E+00  0.12500650E+00  0.12500650E+00  0.24999618E-04  0.24999618E-04  0.49988156E-04
  0.60000000E-01  0.12499100E+00  0.15004546E-03  0.15004546E-03  0.37511365E+00  0.12497694E+00  0.12497694E+00  0.28112832E-04  0.12501912E+00  0.12496292E+00  0.12501913E+00  0.12496292E+00  0.12501912E+00  0.12501913E+00  0.56252799E-04  0.56252799E-04  0.11244950E-03
  0.80000000E-01  0.12498800E+00  0.15008563E-03  0.15008563E-03  0.37521407E+00  0.12496302E+00  0.12496302E+00  0.49965286E-04  0.12503800E+00  0.12493812E+00  0.12503800E+00  0.12493812E+00  0.12503800E+00  0.12503800E+00  0.10001633E-03  0.10001633E-03  0.19985539E-03
  0.10000000E+00  0.12498500E+00  0.15013832E-03  0.15013832E-03  0.37534581E+00  0.12494597E+00  0.12494597E+00  0.78045738E-04  0.12506312E+00  0.12490717E+00  0.12506314E+00  0.12490717E+00  0.12506312E+00  0.12506314E+00  0.15630084E-03  0.15630084E-03  0.31216893E-03
  0.12000000E+00  0.12498199E+00  0.15020356E-03  0.15020356E-03  0.37550891E+00  0.12492582E+00  0.12492582E+00  0.11234325E-03  0.12509449E+00  0.12487010E+00  0.12509453E+00  0.12487010E+00  0.12509449E+00  0.12509453E+00  0.22512063E-03  0.22512063E-03  0.44934399E-03
  0.14000000E+00  0.12497899E+00  0.15028137E-03  0.15028137E-03  0.37570343E+00  0.12490257E+00  0.12490257E+00  0.15284469E-03  0.12513212E+00  0.12482697E+00  0.12513218E+00  0.12482697E+00  0.12513212E+00  0.12513218E+00  0.30649367E-03  0.30649367E-03  0.61132523E-03
  0.16000000E+00  0.12497598E+00  0.15037177E-03  0.15037178E-03  0.37592944E+00  0.12487622E+00  0.12487622E+00  0.19953476E-03  0.12517600E+00  0.12477786E+00  0.12517611E+00  0.12477786E+00  0.12517600E+00  0.12517611E+00  0.40044164E-03  0.40044164E-03  0.79804815E-03
  0.18000000E+00  0.12497297E+00  0.15047480E-03  0.15047480E-03  0.37618701E+00  0.12484678E+00  0.12484678E+00  0.25239602E-03  0.12522614E+00  0.12472284E+00  0.12522632E+00  0.12472284E+00  0.12522614E+00  0.12522632E+00  0.50698995E-03  0.50698995E-03  0.10094392E-02
